,avg_cv_balanced_accuracy,case,dim_red,avg_cv_geometric_mean,avg_cv_f1,avg_cv_fit_time,model_name,avg_cv_predict_time
190,0.4047454813937197,ternary_negneu,SRP,0.381961436142793,0.44421378064482975,0.371380090713501,Bagging+Bagging,0.01780095100402832
191,0.3831729114458001,ternary_negneu,SRP,0.0,0.34856089340672736,0.22198095321655273,Bagging+Dummy,0.006638240814208984
192,0.41886665306188353,ternary_negneu,SRP,0.37796211634819016,0.4892228914979827,0.848795747756958,Bagging+ExtraTrees,0.06701617240905762
193,0.4487597004414351,ternary_negneu,SRP,0.41205592758151266,0.5108374829626723,0.23135313987731934,Bagging+LDA,0.006638240814208984
194,0.44879922716699144,ternary_negneu,SRP,0.4130791031310931,0.5105346611966894,0.24384684562683104,Bagging+LogReg,0.006638240814208984
195,0.449566898263555,ternary_negneu,SRP,0.4106044788908312,0.5141507044141783,1.7127553939819335,Bagging+MLP,0.016013097763061524
196,0.4411156969525926,ternary_negneu,SRP,0.40363769093247726,0.511092701533629,0.22198095321655273,Bagging+PassAgg,0.006638240814208984
197,0.4495531429180878,ternary_negneu,SRP,0.41316685420283816,0.5117241983199402,0.23447003364562988,Bagging+Ridge,0.006638240814208984
198,0.4432728454417064,ternary_negneu,SRP,0.4112304436454199,0.4982140989199385,0.2375988483428955,Bagging+SGD,0.006638240814208984
199,0.4584875915671825,ternary_negneu,SRP,0.41472388639165764,0.5305987733495576,1.6409539699554443,Bagging+SVC,0.022262382507324218
200,0.35350042721557895,ternary_negneu,SRP,0.0,0.34993367476839426,0.15039238929748536,Dummy+Bagging,0.011363029479980469
201,0.3333333333333333,ternary_negneu,SRP,0.0,0.26040425576524184,0.0009932518005371094,Dummy+Dummy,0.00020031929016113282
202,0.36944337388012605,ternary_negneu,SRP,0.0,0.3934963814969378,0.6278080463409423,Dummy+ExtraTrees,0.06057825088500977
203,0.3856598911154482,ternary_negneu,SRP,0.0,0.4048328793428041,0.010365438461303712,Dummy+LDA,0.00020031929016113282
204,0.3882834827674999,ternary_negneu,SRP,0.0,0.40721955788996567,0.02285914421081543,Dummy+LogReg,0.00020031929016113282
205,0.3927000929015736,ternary_negneu,SRP,0.0,0.41299825841905696,1.491767692565918,Dummy+MLP,0.009575176239013671
206,0.37849882260190437,ternary_negneu,SRP,0.0,0.40800623196706604,0.0009932518005371094,Dummy+PassAgg,0.00020031929016113282
207,0.3869395484705652,ternary_negneu,SRP,0.0,0.4059296277730707,0.013482332229614258,Dummy+Ridge,0.00020031929016113282
208,0.3848741366518359,ternary_negneu,SRP,0.0,0.3968763217215805,0.016611146926879882,Dummy+SGD,0.00020031929016113282
209,0.4023560549031048,ternary_negneu,SRP,0.0,0.4273444332124871,1.4199662685394288,Dummy+SVC,0.01582446098327637
210,0.41637524934042924,ternary_negneu,SRP,0.39302926119127435,0.45006557360200616,0.9420485496520996,ExtraTrees+Bagging,0.0721238136291504
211,0.395454236715213,ternary_negneu,SRP,0.0,0.354240739659503,0.7926494121551514,ExtraTrees+Dummy,0.06096110343933105
212,0.43009403763202336,ternary_negneu,SRP,0.3890571464179743,0.4944656343146129,1.4194642066955567,ExtraTrees+ExtraTrees,0.12133903503417968
